PLACE_NAME,FEATURE,LONGITUDE,LATITUDE,geometry,suburb,postcode
Ben Cl/Shetland St (Endeavour Hills),BUS,145.271901,-37.964619,POINT (2523893.4269141424 2392918.6660933746),ENDEAVOUR HILLS,3802.0
Skipton Pl/Gleneagles St (Endeavour Hills),BUS,145.277428,-37.967774,POINT (2524378.089363024 2392567.07348564),ENDEAVOUR HILLS,3802.0
Steeple Pl/Gleneagles Dr (Endeavour Hills),BUS,145.27722,-37.967888,POINT (2524359.7686151345 2392554.480057149),ENDEAVOUR HILLS,3802.0
Hallam North Rd/Gleneagles Dr (Endeavour Hills),BUS,145.280135,-37.969336,POINT (2524615.459920713 2392393.009211869),ENDEAVOUR HILLS,3802.0
Sulky Ct/Gleneagles Dr (Endeavour Hills),BUS,145.27921,-37.968953,POINT (2524534.289270544 2392435.753349766),ENDEAVOUR HILLS,3802.0
Casey Seventh-day Adventist Church/Reema Bvd (Endeavour Hills),BUS,145.278683,-37.972019,POINT (2524486.982936703 2392095.5866982928),ENDEAVOUR HILLS,3802.0
Brando Ct/Reema Bvd (Endeavour Hills),BUS,145.277416,-37.9741,POINT (2524374.9992950247 2391864.934282977),ENDEAVOUR HILLS,3802.0
Brando Ct/Reema Bvd (Endeavour Hills),BUS,145.27694,-37.974498,POINT (2524333.0553371804 2391820.8723912043),ENDEAVOUR HILLS,3802.0
Epping Recreation Reserve/High St (Epping),BUS,145.026548,-37.639251,POINT (2502343.4595324057 2429064.033406865),EPPING,3076.0
Eel Race Rd/Whatley St (Carrum),BUS,145.133108,-38.083111,POINT (2511678.8114770544 2379792.2745401626),CARRUM,3197.0
Gleneagles Sec Col/Reema Bvd (Endeavour Hills),BUS,145.273959,-37.974446,POINT (2524071.141791132 2391827.4042383805),ENDEAVOUR HILLS,3802.0
Chantell Avenue Reserve/Chantell Ave (Endeavour Hills),BUS,145.270848,-37.973111,POINT (2523798.214477224 2391976.3609723225),ENDEAVOUR HILLS,3802.0
Thomas Mitchell Dr/Conran Ave (Endeavour Hills),BUS,145.273673,-37.982759,POINT (2524043.3746905453 2390904.7725658994),ENDEAVOUR HILLS,3803.0
Thomas Mitchell Dr/Conran Ave (Endeavour Hills),BUS,145.273654,-37.982597,POINT (2524041.7501606774 2390922.7585923923),ENDEAVOUR HILLS,3803.0
Forrest Ct/James Cook Dr (Endeavour Hills),BUS,145.274995,-37.986104,POINT (2524158.435751526 2390533.1656175377),ENDEAVOUR HILLS,3803.0
James Cook Dr/David Collins Dr (Endeavour Hills),BUS,145.273336,-37.986918,POINT (2524012.4148996794 2390443.2296843072),ENDEAVOUR HILLS,3803.0
Paran Cl/David Collins Dr (Endeavour Hills),BUS,145.273051,-37.988896,POINT (2523986.7697693408 2390223.760373162),ENDEAVOUR HILLS,3803.0
Paran Cl/David Collins Dr (Endeavour Hills),BUS,145.272903,-37.988903,POINT (2523973.7699825196 2390223.018456485),ENDEAVOUR HILLS,3803.0
Edward Freeth Dr/David Collins Dr (Endeavour Hills),BUS,145.271725,-37.99104,POINT (2523869.5868548825 2389986.1116182124),ENDEAVOUR HILLS,3803.0
56 Church Rd (Carrum),BUS,145.130264,-38.081966,POINT (2511429.46571394 2379919.713472291),CARRUM,3197.0
George Bass Ave/David Collins Dr (Endeavour Hills),BUS,145.271695,-37.990877,POINT (2523867.0137533867 2390004.2102744095),ENDEAVOUR HILLS,3803.0
David Collins Dr Reserve/David Collins Dr (Endeavour Hills),BUS,145.269427,-37.992421,POINT (2523667.301384273 2389833.4048693962),ENDEAVOUR HILLS,3803.0
David Collins Dr Reserve/David Collins Dr (Endeavour Hills),BUS,145.268939,-37.992333,POINT (2523624.4801718327 2389843.2958689556),ENDEAVOUR HILLS,3803.0
Preston Ave/David Collins Dr (Endeavour Hills),BUS,145.265755,-37.991664,POINT (2523344.9839796056 2389918.334136637),ENDEAVOUR HILLS,3803.0
Temby Cl/David Collins Dr (Endeavour Hills),BUS,145.266073,-37.991705,POINT (2523372.8944107797 2389913.7008772884),ENDEAVOUR HILLS,3803.0
Robert Molyneux Ave/David Collins Dr (Endeavour Hills),BUS,145.264393,-37.990022,POINT (2523225.860115771 2390100.9175331863),ENDEAVOUR HILLS,3803.0
David Collins Pre School/David Collins Dr (Endeavour Hills),BUS,145.264586,-37.990069,POINT (2523242.795953361 2390095.6558685247),ENDEAVOUR HILLS,3803.0
Preston Ave/Robert Molyneux Ave (Endeavour Hills),BUS,145.262016,-37.989887,POINT (2523017.089716967 2390116.4792746007),ENDEAVOUR HILLS,3802.0
RavenHill Cres/Robert Molyneux Ave (Endeavour Hills),BUS,145.258939,-37.989544,POINT (2522746.9045754536 2390155.299200611),ENDEAVOUR HILLS,3802.0
James Cook Dr/RavenHill Cres (Endeavour Hills),BUS,145.258363,-37.988346,POINT (2522696.6671342812 2390288.4081634907),ENDEAVOUR HILLS,3802.0
Southern Cross PS/David Collins Dr (Endeavour Hills),BUS,145.264295,-37.988867,POINT (2523217.614403091 2390229.147874263),ENDEAVOUR HILLS,3803.0
Narre Warren North Rd/Memorial Dr (Narre Warren North),BUS,145.314622,-37.987508,POINT (2527639.082947473 2390366.5476233577),NARRE WARREN NORTH,3804.0
Randle Ct/Heatherton Rd (Narre Warren North),BUS,145.314313,-37.982114,POINT (2527613.8940619384 2390965.3414639784),NARRE WARREN NORTH,3804.0
Aonach St/Centre Rd (Clayton),BUS,145.132399,-37.930143,POINT (2511640.2370264116 2396771.3181390483),CLAYTON,3169.0
Rayhur St/First St (Clayton South),BUS,145.13433,-37.934292,POINT (2511809.3522711094 2396310.570875014),CLAYTON SOUTH,3171.0
Kombi Rd/Rayhur St (Clayton South),BUS,145.134768,-37.934993,POINT (2511847.7251497386 2396232.709283148),CLAYTON SOUTH,3171.0
Westall Station/Rayhur St (Clayton South),BUS,145.137572,-37.937038,POINT (2512093.8951196875 2396005.3780865623),CLAYTON SOUTH,3171.0
Carrum Station/Station St (Carrum),BUS,145.123365,-38.077548,POINT (2510824.8014807585 2380410.9220729647),CARRUM,3197.0
Carrum Station/Station St (Carrum),BUS,145.123427,-38.077802,POINT (2510830.2294955133 2380382.723060811),CARRUM,3197.0
Carrum Station/Station St (Carrum),BUS,145.123489,-38.078046,POINT (2510835.6273250505 2380355.632978566),CARRUM,3197.0
Carrum Station/Station St (Carrum),BUS,145.12354,-38.078299,POINT (2510840.0446320698 2380327.545154862),CARRUM,3197.0
Roberts St/Rachelle Rd (Keilor East),BUS,144.871136,-37.751268,POINT (2488644.7083714935 2416624.8076668773),KEILOR EAST,3034.0
Fawkner Cres/Rachelle Rd (Keilor East),BUS,144.871554,-37.748959,POINT (2488681.1942862454 2416881.114556862),KEILOR EAST,3033.0
Dinah Pde/Rachelle Rd (Keilor East),BUS,144.871948,-37.746714,POINT (2488715.5980743654 2417130.3263519704),KEILOR EAST,3033.0
Lincoln Dr/Rachelle Rd (Keilor East),BUS,144.872352,-37.744477,POINT (2488750.8617581534 2417378.6399618685),KEILOR EAST,3033.0
Rachelle Rd/Noga Ave (Keilor East),BUS,144.871721,-37.742339,POINT (2488694.9247938637 2417615.853380276),KEILOR EAST,3033.0
Paul Ave/Quinn Gr (Keilor East),BUS,144.869424,-37.74054,POINT (2488492.227607612 2417815.2393199),KEILOR EAST,3033.0
Keith Gr/Quinn Gr (Keilor East),BUS,144.86982,-37.738186,POINT (2488526.7718129414 2418076.537405286),KEILOR EAST,3033.0
Rachelle Rd/Clarks Rd (Keilor East),BUS,144.871994,-37.737162,POINT (2488718.2337251157 2418190.4467582405),KEILOR EAST,3033.0
Valley Lake Bvd/Rachelle Rd (Keilor East),BUS,144.873304,-37.739772,POINT (2488834.0528267473 2417900.933555262),KEILOR EAST,3033.0
Steele Creek Dr/Valley Lake Bvd (Keilor East),BUS,144.874705,-37.741978,POINT (2488957.863811313 2417656.267678272),KEILOR EAST,3033.0
Knoll Pl/Valley Lake Bvd (Keilor East),BUS,144.876504,-37.740947,POINT (2489116.259983838 2417770.893665159),KEILOR EAST,3033.0
Lakeside Cres/Valley Lake Bvd (Keilor East),BUS,144.875318,-37.737988,POINT (2489011.3166237813 2418099.1607454345),KEILOR EAST,3033.0
The Avenue/Valley Lake Bvd (Keilor East),BUS,144.877792,-37.737591,POINT (2489229.306077013 2418143.502883792),KEILOR EAST,3033.0
Goble St/The Avenue (Niddrie),BUS,144.876963,-37.73563,POINT (2489155.9511112235 2418361.0488793887),NIDDRIE,3042.0
Caroline Springs Station/Christies Rd (Ravenhall),BUS,144.737424,-37.766285,POINT (2476866.309076098 2414933.92882248),RAVENHALL,3023.0
Hotham Rd/The Avenue (Niddrie),BUS,144.877505,-37.734116,POINT (2489203.5212448905 2418529.1374546792),NIDDRIE,3042.0
Goble St/The Avenue (Niddrie),BUS,144.87743,-37.735169,POINT (2489197.0715912264 2418412.2632347345),NIDDRIE,3042.0
The Avenue/Valley Lake Bvd (Keilor East),BUS,144.877699,-37.737661,POINT (2489221.1297591156 2418135.7312803213),KEILOR EAST,3033.0
Lakeside Cres/Valley Lake Bvd (Keilor East),BUS,144.875683,-37.737544,POINT (2489043.426116943 2418148.4862513635),KEILOR EAST,3033.0
Lakeside Cres/Valley Lake Bvd (Keilor East),BUS,144.876273,-37.740294,POINT (2489095.8279041657 2417843.34415742),KEILOR EAST,3033.0
Station St/Mernda Ave (Bonbeach),BUS,145.122249,-38.070348,POINT (2510727.9078382263 2381210.251135297),BONBEACH,3197.0
Arete Pl/Valley Lake Bvd (Keilor East),BUS,144.874373,-37.742062,POINT (2488928.6229352425 2417646.909811564),KEILOR EAST,3033.0
Valley Lake Bvd/Rachelle Rd (Keilor East),BUS,144.873151,-37.73958,POINT (2488820.5396681135 2417922.2211621273),KEILOR EAST,3033.0
Clarks Rd/Rachelle Rd (Keilor East),BUS,144.872445,-37.737657,POINT (2488758.0332513195 2418135.5631379895),KEILOR EAST,3033.0
Fawkner Cres/Rachelle Rd (Keilor East),BUS,144.871783,-37.748486,POINT (2488701.300699914 2416933.641721254),KEILOR EAST,3033.0
Shamrock St/Richardson St (Essendon),BUS,144.914435,-37.753286,POINT (2492460.5211001723 2416405.1299322136),ESSENDON,3040.0
Milleara SC/Amis Cres (Keilor East),BUS,144.860211,-37.749925,POINT (2487681.759789356 2416772.499057263),KEILOR EAST,3034.0
Breeze St/Patterson St (Bonbeach),BUS,145.122586,-38.067876,POINT (2510757.829572551 2381484.608715701),BONBEACH,3197.0
Springlake Ave/Bridgewater Tce (Caroline Springs),BUS,144.733274,-37.747524,POINT (2476494.8344921474 2417015.0920373593),CAROLINE SPRINGS,3023.0
Grampians Way/The Parkway (Caroline Springs),BUS,144.73019,-37.747799,POINT (2476223.1601363635 2416983.8012819886),CAROLINE SPRINGS,3023.0
The Parkway Reserve/The Parkway (Caroline Springs),BUS,144.728132,-37.748669,POINT (2476042.0617088545 2416886.726045156),CAROLINE SPRINGS,3023.0
Cleland Way/The Parkway (Caroline Springs),BUS,144.728453,-37.745981,POINT (2476069.509544526 2417185.1345708445),CAROLINE SPRINGS,3023.0
The Parkway/Rockbank Middle Rd (Caroline Springs),BUS,144.72914,-37.744282,POINT (2476129.5066119772 2417373.870531153),CAROLINE SPRINGS,3023.0
Stamford Gr/St Georges Ave (Caroline Springs),BUS,144.730349,-37.742962,POINT (2476235.6305530784 2417520.674689006),CAROLINE SPRINGS,3023.0
Blenheim Way/St Georges Ave (Caroline Springs),BUS,144.730514,-37.742767,POINT (2476250.1322079147 2417542.351066783),CAROLINE SPRINGS,3023.0
The Parkway/Rockbank Middle Rd (Caroline Springs),BUS,144.728725,-37.74449,POINT (2476092.991287498 2417350.682885006),CAROLINE SPRINGS,3023.0
Cleland Way/The Parkway (Caroline Springs),BUS,144.728601,-37.745948,POINT (2476082.538550961 2417188.837545082),CAROLINE SPRINGS,3023.0
Osmond Pl/The Parkway (Caroline Springs),BUS,144.728215,-37.748562,POINT (2476049.3245647033 2416898.6232603304),CAROLINE SPRINGS,3023.0
Warren St/Patterson St (Bonbeach),BUS,145.122195,-38.06622,POINT (2510723.7575286883 2381668.4688256662),BONBEACH,3197.0
Grampians Way/The Parkway (Caroline Springs),BUS,144.730227,-37.7477,POINT (2476226.3649941934 2416994.7978500184),CAROLINE SPRINGS,3023.0
Caroline Springs Bvd/Bridgewater Tce (Caroline Springs),BUS,144.73337,-37.747373,POINT (2476503.258296093 2417031.8665516973),CAROLINE SPRINGS,3023.0
Berwick Railway Station (Berwick),BUS,145.344519,-38.038841,POINT (2530244.8020727504 2384659.6709690765),BERWICK,3806.0
Monaco Ave/Cannes Ave (Bonbeach),BUS,145.123242,-38.063615,POINT (2510816.032627866 2381957.5005939277),BONBEACH,3197.0
Young St/High St (Epping),BUS,145.026521,-37.642378,POINT (2502340.979973205 2428717.004871415),EPPING,3076.0
Chelsea Baptist Church/Fowler St (Bonbeach),BUS,145.12616,-38.060931,POINT (2511072.4884099495 2382255.096191643),BONBEACH,3197.0
Mistral Way/Golf Links Dr (Beveridge),BUS,144.946217,-37.475301,POINT (2495243.7501383196 2447257.621288387),BEVERIDGE,3753.0
Siren St/Golf Links Dr (Beveridge),BUS,144.942566,-37.474436,POINT (2494920.772072221 2447353.4236614816),BEVERIDGE,3753.0
Golf Links Dr/Mandalay Cct (Beveridge),BUS,144.939735,-37.475387,POINT (2494670.4471183866 2447247.7298073843),BEVERIDGE,3753.0
Liberty Cres/Mandalay Cct (Beveridge),BUS,144.94027,-37.478974,POINT (2494718.010828724 2446849.703014519),BEVERIDGE,3753.0
Eucalyptus Pde/Olivine Bvd (Donnybrook),BUS,144.993224,-37.543313,POINT (2499401.7803724203 2439711.328967642),DONNYBROOK,
Broadway/Fowler St (Chelsea),BUS,145.12492,-38.058622,POINT (2510964.014728709 2382511.5322109824),BONBEACH,3197.0
Centre Rd/Clyde Rd (Berwick),BUS,145.340195,-38.05119,POINT (2529860.317851523 2383290.3207122115),BERWICK,3806.0
Centre Rd/Clyde Rd Rd (Berwick),BUS,145.33972,-38.051552,POINT (2529818.4651085287 2383250.290416384),BERWICK,3806.0
Cresthaven Bvd/Clyde Rd (Berwick),BUS,145.337733,-38.063799,POINT (2529639.253718725 2381891.5054552695),BERWICK,3806.0
Glasscocks Rd/Clyde Rd (Narre Warren South),BUS,145.335361,-38.073903,POINT (2529427.1383176064 2380770.6990954224),NARRE WARREN SOUTH,3806.0
Grices Road Recreation Reserve/Berwick-Cranbourne Rd (Clyde North),BUS,145.335549,-38.075204,POINT (2529443.1184941316 2380626.235780919),CLYDE NORTH,3978.0
Honour Ave/Berwick-Cranbourne Rd (Clyde North),BUS,145.334368,-38.081522,POINT (2529337.0468406207 2379925.302147099),CLYDE NORTH,3978.0
Glenola Rd/Fowler St (Chelsea),BUS,145.123407,-38.055831,POINT (2510831.6223560576 2382821.503803173),CHELSEA,3197.0
Thompsons Rd/Berwick-Cranbourne Rd (Cranbourne North),BUS,145.332677,-38.088681,POINT (2529185.9137434913 2379131.164420939),CRANBOURNE NORTH,3978.0
Hamersley Dr/Berwick-Cranbourne Rd (Clyde North),BUS,145.331957,-38.092771,POINT (2529121.1660963735 2378677.3963819025),CLYDE NORTH,3978.0
Selenium Way/Berwick-Cranbourne Rd (Clyde North),BUS,145.332807,-38.090494,POINT (2529196.611401575 2378929.8848106107),CLYDE NORTH,3978.0
Plymouth Bvd/Berwick-Cranbourne Rd (Clyde North),BUS,145.331205,-38.097284,POINT (2529053.451399222 2378176.6732346825),CLYDE NORTH,3978.0
Hamersley Dr/Berwick-Cranbourne Rd (Clyde North),BUS,145.332203,-38.093991,POINT (2529142.263021574 2378541.895630221),CLYDE NORTH,3978.0
Plymouth Bvd/Berwick-Cranbourne Rd (Clyde North),BUS,145.331406,-38.098468,POINT (2529070.6147776623 2378045.192120335),CLYDE NORTH,3978.0
Clydevale Ave/Berwick-Cranbourne Rd (Clyde North),BUS,145.329533,-38.106606,POINT (2528903.1865935354 2377142.4353110613),CLYDE NORTH,3978.0
Chelsea Primary School/Argyle Ave (Chelsea),BUS,145.12187,-38.054878,POINT (2510696.8735049698 2382927.461082085),CHELSEA,3197.0
Heather Gr/Berwick-Cranbourne Rd (Clyde North),BUS,145.328794,-38.110011,POINT (2528837.0581781166 2376764.6919067986),CLYDE NORTH,3978.0
Clydevale Ave/Berwick-Cranbourne Rd (Clyde North),BUS,145.329806,-38.106601,POINT (2528927.1537318383 2377142.9017756646),CLYDE NORTH,3978.0
Newbridge Bvd/Berwick-Cranbourne Rd (Clyde North),BUS,145.328164,-38.113597,POINT (2528780.432688864 2376366.8340853155),CLYDE NORTH,3978.0
Heather Gr/Berwick-Cranbourne Rd (Clyde North),BUS,145.328661,-38.111838,POINT (2528824.7074575936 2376561.9317087857),CLYDE NORTH,3978.0
Berwick-Cranbourne Rd/Berwick-Cranbourne Rd (Clyde North),BUS,145.327083,-38.117998,POINT (2528683.975582168 2375878.63977002),CLYDE NORTH,3978.0
Newbridge Bvd/Berwick-Cranbourne Rd (Clyde North),BUS,145.32837,-38.113591,POINT (2528798.5256484896 2376367.44104476),CLYDE NORTH,3978.0
Riverstone Bvd/Grices Rd (Clyde North),BUS,145.344066,-38.07563,POINT (2530190.2861266946 2380576.2755175633),BERWICK,3807.0
Thelma St/Whatley St (Carrum),BUS,145.129556,-38.079314,POINT (2511367.769765987 2380214.175508121),CARRUM,3197.0
Kemp St/Whatley St (Carrum),BUS,145.131375,-38.081326,POINT (2511527.0358579447 2379990.6289029634),CARRUM,3197.0
Eel Race Rd/Whatley St (Carrum),BUS,145.132916,-38.083035,POINT (2511661.98858196 2379800.7396798925),CARRUM,3197.0
53 Church Rd (Carrum),BUS,145.13029,-38.081831,POINT (2511431.76036278 2379934.6954689184),CARRUM,3197.0
25 Church Rd (Carrum),BUS,145.128328,-38.079646,POINT (2511259.9474036987 2380177.468160473),CARRUM,3197.0
Carrum Station/McLeod Rd (Carrum),BUS,145.123767,-38.076086,POINT (2510860.2952926643 2380573.164605418),CARRUM,3197.0
Station St/Mernda Ave (Bonbeach),BUS,145.121937,-38.070524,POINT (2510700.5257653557 2381190.755741802),BONBEACH,3197.0
Haldane St/Patterson St (Bonbeach),BUS,145.122573,-38.067515,POINT (2510756.743887641 2381524.6800824655),BONBEACH,3197.0
Warren St/Patterson St (Bonbeach),BUS,145.122258,-38.066014,POINT (2510729.315474834 2381691.3288259357),BONBEACH,3197.0
Harry St/Dundas St (Thornbury),BUS,145.015842,-37.753956,POINT (2501396.4987507034 2416334.0457136575),PRESTON,3072.0
Monaco Ave/Cannes Ave (Bonbeach),BUS,145.123413,-38.063635,POINT (2510831.036407378 2381955.263375018),BONBEACH,3197.0
Bondi Rd/Genoa Ave (Bonbeach),BUS,145.125009,-38.062291,POINT (2510971.2838766733 2382104.2709743753),BONBEACH,3197.0
Chelsea Baptist Church/Fowler St (Bonbeach),BUS,145.126417,-38.061142,POINT (2511095.0154734496 2382231.639784839),BONBEACH,3197.0
Broadway/Fowler St (Chelsea),BUS,145.125143,-38.058806,POINT (2510983.545221333 2382491.087047532),BONBEACH,3197.0
Glenola Rd/Fowler St (Chelsea),BUS,145.123565,-38.055888,POINT (2510845.484890055 2382815.162174212),CHELSEA,3197.0
Chelsea Primary School/Argyle Ave (Chelsea),BUS,145.121688,-38.054866,POINT (2510680.887323726 2382928.820187997),CHELSEA,3197.0
St Josephs Catholic School/Argyle Ave (Chelsea),BUS,145.119055,-38.055753,POINT (2510449.6664150427 2382830.6515519414),CHELSEA,3197.0
Chelsea Railway Station/Station St (Chelsea),BUS,145.1165,-38.052305,POINT (2510225.8961699666 2383213.653457773),CHELSEA,3196.0
Thompson Rd/Gladesville Bvd (Patterson Lakes),BUS,145.144807,-38.067264,POINT (2512707.897533637 2381549.8019405324),PATTERSON LAKES,3197.0
Nanda Ct/Gladesville Bvd (Patterson Lakes),BUS,145.144188,-38.065137,POINT (2512653.9495071103 2381785.977867347),PATTERSON LAKES,3197.0
Victoria Rd/Dundas St (Preston),BUS,145.013307,-37.753679,POINT (2501173.1417405205 2416364.8248763923),PRESTON,3071.0
Legana Ct/Gladesville Bvd (Patterson Lakes),BUS,145.145436,-38.062219,POINT (2512763.974916606 2382109.7163548535),PATTERSON LAKES,3197.0
The Parkway/Wells Rd (Patterson Lakes),BUS,145.144868,-38.054018,POINT (2512715.505688311 2383020.0968228495),PATTERSON LAKES,3197.0
Fielding Dr/Wells Rd (Chelsea Heights),BUS,145.143807,-38.051352,POINT (2512622.836456789 2383316.1595996954),CHELSEA HEIGHTS,3197.0
Chelsea Heights PS/Thames Prom (Chelsea Heights),BUS,145.137346,-38.045032,POINT (2512056.7259919452 2384018.508221714),CHELSEA HEIGHTS,3196.0
Elsternwick Station/Horne St (Elsternwick),BUS,145.000567,-37.885207,POINT (2500050.404906039 2401766.9403213263),ELSTERNWICK,3185.0
Brighton Rd/Glen Huntly Rd (Elsternwick),BUS,144.997785,-37.883799,POINT (2499805.672015 2401923.2085837843),ELSTERNWICK,3185.0
202 Hotham St (Elsternwick),BUS,144.997353,-37.880881,POINT (2499767.660908258 2402247.0757017946),ELSTERNWICK,3185.0
Newcastle St/Dundas St (Preston),BUS,145.011655,-37.753489,POINT (2501027.5671597044 2416385.9299326316),PRESTON,3071.0
Rippon Lea Estate/Hotham St (Elsternwick),BUS,144.99775,-37.878806,POINT (2499802.587159712 2402477.386086805),ELSTERNWICK,3185.0
Glen Eira Rd/Hotham St (St Kilda East),BUS,144.998138,-37.87665,POINT (2499836.723372508 2402716.676321405),ST KILDA EAST,3183.0
Hampton Ave/Wright St (Sunshine),BUS,144.83306,-37.79629,POINT (2485298.144707152 2411622.811690475),SUNSHINE,3022.0
Hampshire Rd/Wright St (Sunshine),BUS,144.828454,-37.795772,POINT (2484892.3738962994 2411679.585888114),SUNSHINE,3022.0
17 Couper-Angus Gr (Sunshine),BUS,144.823623,-37.798603,POINT (2484467.50188046 2411364.601869134),SUNSHINE,3022.0
Arthur Beachley Reserve/Ardoyne St (Sunshine),BUS,144.825383,-37.796707,POINT (2484622.1175778 2411575.320975802),SUNSHINE,3022.0
Chapman St/Hampshire Rd (Sunshine),BUS,144.830526,-37.794414,POINT (2485074.601617958 2411830.633111529),SUNSHINE,3022.0
Tharratt St/Dundas St (Preston),BUS,145.008532,-37.753139,POINT (2500752.3723274153 2416424.804839041),THORNBURY,3071.0
Leith Ave/Hampshire Rd (Sunshine),BUS,144.830982,-37.792043,POINT (2485114.2741703084 2412093.848137293),SUNSHINE,3022.0
Corio St/Hampshire Rd (Sunshine),BUS,144.831371,-37.789581,POINT (2485148.0653749136 2412367.160933098),SUNSHINE,3020.0
Daylesford Tce/Caroline Springs Bvd (Caroline Springs),BUS,144.739605,-37.749439,POINT (2477053.3409935297 2416804.1002213396),CAROLINE SPRINGS,3023.0
Christ the Priest PS/Caroline Springs Bvd (Caroline Springs),BUS,144.736882,-37.747558,POINT (2476812.798188901 2417012.2011211924),CAROLINE SPRINGS,3023.0
Brookside Recreation Reserve/Caroline Springs Bvd (Caroline Springs),BUS,144.735388,-37.745583,POINT (2476680.5280824443 2417231.024745995),CAROLINE SPRINGS,3023.0
Brookside Recreation Reserve/Rockbank Middle Rd (Caroline Springs),BUS,144.736361,-37.74343,POINT (2476765.622683662 2417470.2183207367),CAROLINE SPRINGS,3023.0
Hughes Ave/Rockbank Middle Rd (Caroline Springs),BUS,144.738711,-37.744141,POINT (2476972.954740932 2417391.879914265),CAROLINE SPRINGS,3023.0
Lanaghan Ave/Rockbank Middle Rd (Caroline Springs),BUS,144.741082,-37.745665,POINT (2477182.36846818 2417223.304925289),CAROLINE SPRINGS,3023.0
Mockridge Ave/Rockbank Middle Rd (Caroline Springs),BUS,144.745274,-37.746628,POINT (2477552.107392291 2417117.4241552204),CAROLINE SPRINGS,3023.0
Dowling Ave/Hogans Rd (Hoppers Crossing),BUS,144.676932,-37.861889,POINT (2471572.707755213 2404306.7666286044),HOPPERS CROSSING,3029.0
Plenty Rd/Boldrewood Pde (Reservoir),BUS,145.022835,-37.724064,POINT (2502013.5133498665 2419651.4471500255),RESERVOIR,3073.0
Whitty St/Monash St (Sunshine),BUS,144.835095,-37.788847,POINT (2485475.911353635 2412449.193578628),SUNSHINE,3022.0
Servante St/Monash St (Sunshine),BUS,144.837403,-37.789115,POINT (2485679.243828986 2412419.7967546172),SUNSHINE,3022.0
Barnard Ct/Monash St (Sunshine),BUS,144.839407,-37.789332,POINT (2485855.803731636 2412396.0135131655),SUNSHINE,3022.0
Cobrey St/Monash St (Sunshine),BUS,144.844636,-37.789924,POINT (2486316.4705468374 2412331.081777582),SUNSHINE,3022.0
Moama St/South Rd (Braybrook),BUS,144.848446,-37.790903,POINT (2486652.2073332933 2412222.9650978027),BRAYBROOK,3019.0
Beachley St/South Rd (Braybrook),BUS,144.850856,-37.791191,POINT (2486864.538497789 2412191.336333787),BRAYBROOK,3019.0
Rochester St/South Rd (Braybrook),BUS,144.85476,-37.791667,POINT (2487208.45292384 2412139.0374066886),BRAYBROOK,3019.0
Melon St/South Rd (Braybrook),BUS,144.857227,-37.791965,POINT (2487425.7912072684 2412106.293309368),BRAYBROOK,3019.0
Dorrington Ave/Plenty Rd (Reservoir),BUS,145.021701,-37.726154,POINT (2501913.493623581 2419419.5177335143),RESERVOIR,3073.0
Central West SC/South Rd (Braybrook),BUS,144.861188,-37.792451,POINT (2487774.741602644 2412052.8699451424),BRAYBROOK,3019.0
Ashley St/Essex St (West Footscray),BUS,144.863903,-37.792005,POINT (2488013.80326989 2412102.709451927),WEST FOOTSCRAY,3012.0
274 Essex St (West Footscray),BUS,144.865963,-37.792241,POINT (2488195.2673237673 2412076.7763184328),WEST FOOTSCRAY,3012.0
Palmerston St/Essex St (West Footscray),BUS,144.868589,-37.79254,POINT (2488426.582921031 2412043.9160692394),WEST FOOTSCRAY,3012.0
Richelieu St/Essex St (West Footscray),BUS,144.870445,-37.792754,POINT (2488590.0951436185 2412020.3868528074),WEST FOOTSCRAY,3012.0
Stanley St/Essex St (West Footscray),BUS,144.872924,-37.793042,POINT (2488808.4697379465 2411988.7170768417),WEST FOOTSCRAY,3012.0
Argyle St/Essex St (West Footscray),BUS,144.875018,-37.793287,POINT (2488992.942264759 2411961.771812591),WEST FOOTSCRAY,3012.0
Church St/Essex St (West Footscray),BUS,144.877056,-37.793513,POINT (2489172.464693699 2411936.923729928),WEST FOOTSCRAY,3012.0
Soudan Rd/Essex St (West Footscray),BUS,144.879023,-37.794225,POINT (2489345.8084624135 2411858.124550393),WEST FOOTSCRAY,3012.0
Barrett Reserve/Essex St (West Footscray),BUS,144.881195,-37.7953,POINT (2489537.239809983 2411739.049607126),WEST FOOTSCRAY,3012.0
Everard St/Essex St (Footscray),BUS,144.885366,-37.79597,POINT (2489904.6701586433 2411665.143525332),FOOTSCRAY,3011.0
Gordon St/Essex St (Footscray),BUS,144.888265,-37.796265,POINT (2490160.0313490727 2411632.703848187),FOOTSCRAY,3011.0
Moreland St/Dynon Rd (West Melbourne),BUS,144.908344,-37.80067,POINT (2491928.858296575 2411145.701538641),FOOTSCRAY,3011.0
Whitehall St/Hopkins St (Footscray),BUS,144.905672,-37.800379,POINT (2491693.5241678013 2411177.7654952593),FOOTSCRAY,3011.0
Kensington Rd/Dynon Rd (West Melbourne),BUS,144.914412,-37.801363,POINT (2492463.2871300424 2411069.2851722),WEST MELBOURNE,3031.0
330 Dynon Rd (West Melbourne),BUS,144.919314,-37.801928,POINT (2492895.0406326223 2411006.952430466),KENSINGTON,3031.0
Freight Terminal/Dynon Rd (West Melbourne),BUS,144.924625,-37.802508,POINT (2493362.80313901 2410942.957895575),KENSINGTON,3031.0
